stock,STT,indicator,2017,2016,2015,2014,2013
DCL,2,Tài sản dài hạn/Tổng tài sản,34%,24%,25%,34%,35%
DCL,3,Nợ phải trả/Tổng nguồn vốn,25%,22%,27%,48%,54%
DCL,4,Nợ phải trả/Vốn chủ sở hữu,33%,29%,38%,94%,118%
DCL,5,Vốn chủ sở hữu/Tổng nguồn vốn,75%,78%,73%,52%,46%
DCL,6,Thanh toán hiện hành,292%,349%,284%,139%,120%
DCL,7,Thanh toán nhanh,184%,246%,188%,77%,66%
DCL,8,Thanh toán nợ ngắn hạn,8%,6%,6%,6%,5%
DCL,9,Vòng quay Tổng tài sản,20%,91%,97%,118%,106%
DCL,10,Vòng quay tài sản ngắn hạn,29%,120%,137%,180%,162%
DCL,11,Vòng quay vốn chủ sở hữu,27%,121%,153%,242%,255%
DCL,12,Vòng quay Hàng tồn kho,60%,257%,249%,266%,270%
DCL,13,Lợi nhuận trước thuế/Doanh thu thuần,12%,15%,12%,6%,6%
DCL,14,Lợi nhuận sau thuế/Doanh thu thuần,8%,12%,9%,4%,4%
DCL,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),9%,11%,8%,5%,5%
DCL,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),12%,14%,11%,10%,11%
DCL,1,Lợi nhuận trên vốn đầu tư (ROIC),12%,18%,13%,7%,7%
DCL,2,Tỷ lệ tăng trưởng doanh thu,4%,12%,-6%,6%,7%
DCL,3,Lợi nhuận trên cổ phiếu (EPS),22%,49%,57%,8%,86%
DCL,4,Vốn chủ sở hữu,24%,16%,86%,9%,12%
DCL,5,Tiền mặt,105%,-16%,-28%,11%,112%
DCL,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,6%
DCL,2,Tăng trưởng giá cổ phiếu,-9%,162%,-33%,116%,137%
DCM,1,Tài sản ngắn hạn/Tổng tài sản,38%,30%,31%,32%,20%
DCM,2,Tài sản dài hạn/Tổng tài sản,62%,70%,69%,68%,80%
DCM,3,Nợ phải trả/Tổng nguồn vốn,51%,54%,57%,66%,76%
DCM,4,Nợ phải trả/Vốn chủ sở hữu,106%,120%,132%,198%,315%
DCM,5,Vốn chủ sở hữu/Tổng nguồn vốn,49%,46%,43%,34%,24%
DCM,6,Thanh toán hiện hành,179%,162%,183%,131%,132%
DCM,7,Thanh toán nhanh,162%,147%,167%,125%,113%
DCM,8,Thanh toán nợ ngắn hạn,35%,34%,50%,47%,107%
DCM,9,Vòng quay Tổng tài sản,9%,36%,38%,39%,43%
DCM,10,Vòng quay tài sản ngắn hạn,28%,118%,121%,146%,245%
DCM,11,Vòng quay vốn chủ sở hữu,19%,81%,100%,135%,186%
DCM,12,Vòng quay Hàng tồn kho,208%,939%,"1,319%","1,397%","1,558%"
DCM,13,Lợi nhuận trước thuế/Doanh thu thuần,3%,13%,15%,14%,8%
DCM,14,Lợi nhuận sau thuế/Doanh thu thuần,3%,13%,14%,14%,8%
DCM,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),7%,5%,6%,5%,4%
DCM,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),14%,11%,14%,15%,15%
DCM,1,Lợi nhuận trên vốn đầu tư (ROIC),4%,17%,21%,18%,10%
DCM,2,Tỷ lệ tăng trưởng doanh thu,39%,-17%,-2%,-3%,55%
DCM,3,Lợi nhuận trên cổ phiếu (EPS),26%,-18%,-8%,55%,-28%
DCM,4,Vốn chủ sở hữu,5%,-6%,12%,61%,5%
DCM,5,Tiền mặt,62%,-33%,-38%,-17%,30%
DCM,1,Cổ tức tiền mặt,N/A,9%,8%,N/A,N/A
DCM,2,Tăng trưởng giá cổ phiếu,28%,-13%,-5%,N/A,N/A
DCS,1,Tài sản ngắn hạn/Tổng tài sản,89%,83%,82%,80%,64%
DCS,2,Tài sản dài hạn/Tổng tài sản,11%,17%,18%,20%,36%
DCS,3,Nợ phải trả/Tổng nguồn vốn,10%,11%,9%,11%,14%
DCS,4,Nợ phải trả/Vốn chủ sở hữu,11%,12%,10%,12%,17%
DCS,5,Vốn chủ sở hữu/Tổng nguồn vốn,90%,89%,91%,89%,86%
DCS,6,Thanh toán hiện hành,923%,779%,923%,784%,533%
DCS,7,Thanh toán nhanh,791%,657%,794%,700%,453%
DCS,8,Thanh toán nợ ngắn hạn,3%,72%,4%,18%,17%
DCS,9,Vòng quay Tổng tài sản,8%,29%,76%,44%,34%
DCS,10,Vòng quay tài sản ngắn hạn,9%,35%,94%,60%,54%
DCS,11,Vòng quay vốn chủ sở hữu,8%,32%,85%,50%,40%
DCS,12,Vòng quay Hàng tồn kho,54%,217%,711%,430%,363%
DCS,13,Lợi nhuận trước thuế/Doanh thu thuần,5%,7%,2%,1%,2%
DCS,14,Lợi nhuận sau thuế/Doanh thu thuần,4%,6%,2%,1%,2%
DCS,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),0%,2%,1%,0%,1%
DCS,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),0%,2%,1%,0%,1%
DCS,1,Lợi nhuận trên vốn đầu tư (ROIC),4%,6%,2%,1%,2%
DCS,2,Tỷ lệ tăng trưởng doanh thu,87%,-62%,109%,64%,31%
DCS,3,Lợi nhuận trên cổ phiếu (EPS),-72%,51%,339%,-48%,-138%
DCS,4,Vốn chủ sở hữu,0%,2%,1%,60%,1%
DCS,5,Tiền mặt,66%,"1,897%",-78%,33%,327%
DCS,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
DCS,2,Tăng trưởng giá cổ phiếu,-9%,-35%,-36%,36%,8%
DDV,1,Tài sản ngắn hạn/Tổng tài sản,26%,25%,41%,37%,50%
DDV,2,Tài sản dài hạn/Tổng tài sản,74%,75%,59%,63%,50%
DDV,3,Nợ phải trả/Tổng nguồn vốn,53%,54%,50%,52%,71%
DDV,4,Nợ phải trả/Vốn chủ sở hữu,112%,117%,101%,109%,242%
DDV,5,Vốn chủ sở hữu/Tổng nguồn vốn,47%,46%,50%,48%,29%
DDV,6,Thanh toán hiện hành,49%,54%,94%,92%,103%
DDV,7,Thanh toán nhanh,25%,15%,39%,47%,22%
DDV,8,Thanh toán nợ ngắn hạn,10%,2%,7%,5%,4%
DDV,9,Vòng quay Tổng tài sản,20%,48%,84%,99%,69%
DDV,10,Vòng quay tài sản ngắn hạn,64%,140%,214%,229%,141%
DDV,11,Vòng quay vốn chủ sở hữu,43%,100%,171%,257%,212%
DDV,12,Vòng quay Hàng tồn kho,82%,270%,346%,322%,192%
DDV,13,Lợi nhuận trước thuế/Doanh thu thuần,2%,-37%,2%,0%,0%
DDV,14,Lợi nhuận sau thuế/Doanh thu thuần,2%,-37%,2%,0%,0%
DDV,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),-9%,-22%,2%,0%,0%
DDV,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),-18%,-47%,3%,0%,0%
DDV,1,Lợi nhuận trên vốn đầu tư (ROIC),2%,-31%,2%,0%,0%
DDV,2,Tỷ lệ tăng trưởng doanh thu,69%,-49%,-14%,41%,-34%
DDV,3,Lợi nhuận trên cổ phiếu (EPS),0%,"-1,055%","1,104%","1,300%",-100%
DDV,4,Vốn chủ sở hữu,-16%,-34%,3%,68%,-19%
DDV,5,Tiền mặt,375%,-81%,49%,0%,14%
DDV,1,Cổ tức tiền mặt,N/A,N/A,5%,N/A,N/A
DDV,2,Tăng trưởng giá cổ phiếu,-3%,-43%,-1%,N/A,N/A
DGC,1,Tài sản ngắn hạn/Tổng tài sản,42%,42%,45%,56%,72%
DGC,2,Tài sản dài hạn/Tổng tài sản,58%,58%,55%,44%,28%
DGC,3,Nợ phải trả/Tổng nguồn vốn,30%,32%,35%,44%,45%
DGC,4,Nợ phải trả/Vốn chủ sở hữu,43%,47%,54%,80%,102%
DGC,5,Vốn chủ sở hữu/Tổng nguồn vốn,70%,68%,65%,56%,44%
DGC,6,Thanh toán hiện hành,138%,131%,129%,127%,159%
DGC,7,Thanh toán nhanh,111%,104%,101%,106%,124%
DGC,8,Thanh toán nợ ngắn hạn,39%,29%,2%,1%,27%
DGC,9,Vòng quay Tổng tài sản,45%,137%,139%,132%,151%
DGC,10,Vòng quay tài sản ngắn hạn,106%,315%,275%,208%,213%
DGC,11,Vòng quay vốn chủ sở hữu,66%,205%,229%,261%,305%
DGC,12,Vòng quay Hàng tồn kho,486%,"1,257%","1,178%",878%,746%
DGC,13,Lợi nhuận trước thuế/Doanh thu thuần,9%,13%,17%,13%,18%
DGC,14,Lợi nhuận sau thuế/Doanh thu thuần,8%,12%,16%,11%,16%
DGC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),12%,16%,21%,13%,21%
DGC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),17%,23%,33%,24%,48%
DGC,1,Lợi nhuận trên vốn đầu tư (ROIC),9%,15%,20%,13%,21%
DGC,2,Tỷ lệ tăng trưởng doanh thu,49%,8%,20%,6%,-6%
DGC,3,Lợi nhuận trên cổ phiếu (EPS),-18%,-11%,75%,-33%,-12%
DGC,4,Vốn chủ sở hữu,19%,14%,28%,49%,7%
DGC,5,Tiền mặt,34%,"1,607%",30%,-95%,-57%
DGC,1,Cổ tức tiền mặt,N/A,N/A,22%,5%,N/A
DGC,2,Tăng trưởng giá cổ phiếu,-23%,-1%,91%,-11%,N/A
DGW,1,Tài sản ngắn hạn/Tổng tài sản,94%,93%,93%,93%,91%
DGW,2,Tài sản dài hạn/Tổng tài sản,6%,7%,7%,7%,9%
DGW,3,Nợ phải trả/Tổng nguồn vốn,55%,52%,52%,74%,74%
DGW,4,Nợ phải trả/Vốn chủ sở hữu,123%,107%,106%,286%,291%
DGW,5,Vốn chủ sở hữu/Tổng nguồn vốn,45%,48%,48%,26%,26%
DGW,6,Thanh toán hiện hành,171%,181%,189%,130%,129%
DGW,7,Thanh toán nhanh,97%,75%,81%,51%,73%
DGW,8,Thanh toán nợ ngắn hạn,6%,5%,5%,7%,22%
DGW,9,Vòng quay Tổng tài sản,82%,297%,330%,430%,334%
DGW,10,Vòng quay tài sản ngắn hạn,88%,318%,353%,465%,368%
DGW,11,Vòng quay vốn chủ sở hữu,178%,614%,891%,"1,668%","1,119%"
DGW,12,Vòng quay Hàng tồn kho,194%,514%,562%,821%,683%
DGW,13,Lợi nhuận trước thuế/Doanh thu thuần,3%,2%,3%,3%,2%
DGW,14,Lợi nhuận sau thuế/Doanh thu thuần,2%,2%,2%,3%,2%
DGW,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),5%,5%,8%,10%,5%
DGW,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),10%,11%,17%,38%,21%
DGW,1,Lợi nhuận trên vốn đầu tư (ROIC),3%,2%,3%,3%,2%
DGW,2,Tỷ lệ tăng trưởng doanh thu,10%,-9%,-14%,57%,40%
DGW,3,Lợi nhuận trên cổ phiếu (EPS),-8%,-35%,-37%,149%,-19%
DGW,4,Vốn chủ sở hữu,7%,3%,82%,34%,-16%
DGW,5,Tiền mặt,-70%,4%,-54%,-55%,630%
DGW,1,Cổ tức tiền mặt,N/A,7%,15%,10%,N/A
DGW,2,Tăng trưởng giá cổ phiếu,23%,-34%,-23%,N/A,N/A
DHA,1,Tài sản ngắn hạn/Tổng tài sản,50%,51%,41%,29%,28%
DHA,2,Tài sản dài hạn/Tổng tài sản,50%,49%,59%,71%,72%
DHA,3,Nợ phải trả/Tổng nguồn vốn,6%,9%,12%,6%,10%
DHA,4,Nợ phải trả/Vốn chủ sở hữu,7%,10%,14%,6%,12%
DHA,5,Vốn chủ sở hữu/Tổng nguồn vốn,94%,91%,88%,94%,90%
DHA,6,Thanh toán hiện hành,903%,641%,353%,500%,268%
DHA,7,Thanh toán nhanh,902%,641%,353%,497%,257%
DHA,8,Thanh toán nợ ngắn hạn,290%,134%,172%,110%,40%
DHA,9,Vòng quay Tổng tài sản,18%,53%,57%,51%,42%
DHA,10,Vòng quay tài sản ngắn hạn,39%,116%,162%,178%,144%
DHA,11,Vòng quay vốn chủ sở hữu,19%,59%,63%,55%,48%
DHA,12,Vòng quay Hàng tồn kho,"31,635%","125,775%","31,089%","6,132%","1,420%"
DHA,13,Lợi nhuận trước thuế/Doanh thu thuần,30%,32%,28%,11%,7%
DHA,14,Lợi nhuận sau thuế/Doanh thu thuần,24%,25%,22%,9%,6%
DHA,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),17%,14%,12%,5%,2%
DHA,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),18%,15%,14%,5%,3%
DHA,1,Lợi nhuận trên vốn đầu tư (ROIC),35%,35%,32%,11%,7%
DHA,2,Tỷ lệ tăng trưởng doanh thu,41%,-3%,18%,16%,-31%
DHA,3,Lợi nhuận trên cổ phiếu (EPS),63%,11%,199%,71%,-46%
DHA,4,Vốn chủ sở hữu,7%,2%,4%,2%,-2%
DHA,5,Tiền mặt,-19%,-47%,243%,52%,-25%
DHA,1,Cổ tức tiền mặt,N/A,25%,20%,8%,5%
DHA,2,Tăng trưởng giá cổ phiếu,21%,53%,67%,63%,-0%
DHC,1,Tài sản ngắn hạn/Tổng tài sản,47%,68%,43%,46%,40%
DHC,2,Tài sản dài hạn/Tổng tài sản,53%,32%,57%,54%,60%
DHC,3,Nợ phải trả/Tổng nguồn vốn,36%,17%,25%,39%,43%
DHC,4,Nợ phải trả/Vốn chủ sở hữu,56%,21%,34%,63%,77%
DHC,5,Vốn chủ sở hữu/Tổng nguồn vốn,64%,83%,75%,61%,57%
DHC,6,Thanh toán hiện hành,218%,393%,169%,119%,101%
DHC,7,Thanh toán nhanh,159%,342%,113%,67%,74%
DHC,8,Thanh toán nợ ngắn hạn,9%,32%,2%,4%,3%
DHC,9,Vòng quay Tổng tài sản,28%,129%,155%,132%,109%
DHC,10,Vòng quay tài sản ngắn hạn,51%,222%,348%,306%,286%
DHC,11,Vòng quay vốn chủ sở hữu,40%,162%,228%,224%,214%
DHC,12,Vòng quay Hàng tồn kho,183%,958%,738%,707%,804%
DHC,13,Lợi nhuận trước thuế/Doanh thu thuần,9%,15%,14%,10%,7%
DHC,14,Lợi nhuận sau thuế/Doanh thu thuần,7%,13%,12%,8%,6%
DHC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),8%,14%,20%,10%,7%
DHC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),12%,16%,26%,17%,12%
DHC,1,Lợi nhuận trên vốn đầu tư (ROIC),9%,16%,15%,10%,7%
DHC,2,Tỷ lệ tăng trưởng doanh thu,9%,4%,18%,19%,34%
DHC,3,Lợi nhuận trên cổ phiếu (EPS),-21%,11%,79%,59%,"-1,167%"
DHC,4,Vốn chủ sở hữu,13%,72%,17%,15%,14%
DHC,5,Tiền mặt,41%,"1,884%",-73%,25%,94%
DHC,1,Cổ tức tiền mặt,N/A,10%,10%,10%,10%
DHC,2,Tăng trưởng giá cổ phiếu,14%,51%,64%,152%,52%
DHG,1,Tài sản ngắn hạn/Tổng tài sản,71%,70%,66%,69%,72%
DHG,2,Tài sản dài hạn/Tổng tài sản,29%,30%,34%,31%,28%
DHG,3,Nợ phải trả/Tổng nguồn vốn,30%,27%,25%,34%,35%
DHG,4,Nợ phải trả/Vốn chủ sở hữu,44%,36%,33%,52%,55%
DHG,5,Vốn chủ sở hữu/Tổng nguồn vốn,70%,73%,75%,66%,64%
DHG,6,Thanh toán hiện hành,246%,276%,285%,213%,217%
DHG,7,Thanh toán nhanh,185%,203%,203%,143%,143%
DHG,8,Thanh toán nợ ngắn hạn,69%,61%,54%,45%,60%
DHG,9,Vòng quay Tổng tài sản,24%,104%,105%,119%,129%
DHG,10,Vòng quay tài sản ngắn hạn,34%,152%,157%,169%,174%
DHG,11,Vòng quay vốn chủ sở hữu,33%,140%,150%,183%,191%
DHG,12,Vòng quay Hàng tồn kho,70%,302%,309%,232%,297%
DHG,13,Lợi nhuận trước thuế/Doanh thu thuần,16%,20%,19%,18%,22%
DHG,14,Lợi nhuận sau thuế/Doanh thu thuần,15%,19%,16%,14%,17%
DHG,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),18%,18%,18%,15%,19%
DHG,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),26%,25%,24%,23%,30%
DHG,1,Lợi nhuận trên vốn đầu tư (ROIC),28%,34%,27%,30%,31%
DHG,2,Tỷ lệ tăng trưởng doanh thu,0%,0%,5%,-6%,43%
DHG,3,Lợi nhuận trên cổ phiếu (EPS),16%,20%,11%,-10%,20%
DHG,4,Vốn chủ sở hữu,7%,15%,10%,16%,16%
DHG,5,Tiền mặt,140%,43%,-16%,-19%,-15%
DHG,1,Cổ tức tiền mặt,N/A,35%,35%,30%,30%
DHG,2,Tăng trưởng giá cổ phiếu,85%,54%,-28%,14%,62%
DHM,1,Tài sản ngắn hạn/Tổng tài sản,34%,62%,42%,43%,50%
DHM,2,Tài sản dài hạn/Tổng tài sản,66%,38%,58%,57%,50%
DHM,3,Nợ phải trả/Tổng nguồn vốn,34%,52%,20%,23%,21%
DHM,4,Nợ phải trả/Vốn chủ sở hữu,51%,108%,25%,29%,27%
DHM,5,Vốn chủ sở hữu/Tổng nguồn vốn,66%,48%,80%,77%,78%
DHM,6,Thanh toán hiện hành,102%,120%,214%,191%,243%
DHM,7,Thanh toán nhanh,41%,93%,105%,139%,139%
DHM,8,Thanh toán nợ ngắn hạn,3%,3%,16%,10%,8%
DHM,9,Vòng quay Tổng tài sản,39%,190%,136%,139%,203%
DHM,10,Vòng quay tài sản ngắn hạn,95%,347%,319%,297%,389%
DHM,11,Vòng quay vốn chủ sở hữu,55%,317%,172%,179%,267%
DHM,12,Vòng quay Hàng tồn kho,169%,"1,096%",785%,788%,677%
DHM,13,Lợi nhuận trước thuế/Doanh thu thuần,1%,2%,1%,1%,4%
DHM,14,Lợi nhuận sau thuế/Doanh thu thuần,1%,1%,1%,1%,3%
DHM,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),2%,2%,2%,1%,5%
DHM,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),2%,4%,2%,1%,7%
DHM,1,Lợi nhuận trên vốn đầu tư (ROIC),1%,1%,1%,1%,3%
DHM,2,Tỷ lệ tăng trưởng doanh thu,-16%,90%,-3%,-19%,-20%
DHM,3,Lợi nhuận trên cổ phiếu (EPS),-38%,63%,141%,-80%,-63%
DHM,4,Vốn chủ sở hữu,1%,4%,2%,2%,48%
DHM,5,Tiền mặt,-40%,-11%,33%,37%,187%
DHM,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
DHM,2,Tăng trưởng giá cổ phiếu,-52%,43%,10%,-32%,-69%
DHT,1,Tài sản ngắn hạn/Tổng tài sản,88%,88%,85%,81%,78%
DHT,2,Tài sản dài hạn/Tổng tài sản,12%,12%,15%,19%,22%
DHT,3,Nợ phải trả/Tổng nguồn vốn,60%,61%,61%,56%,48%
DHT,4,Nợ phải trả/Vốn chủ sở hữu,149%,154%,157%,147%,110%
DHT,5,Vốn chủ sở hữu/Tổng nguồn vốn,40%,39%,39%,38%,44%
DHT,6,Thanh toán hiện hành,149%,147%,141%,147%,163%
DHT,7,Thanh toán nhanh,36%,55%,58%,69%,74%
DHT,8,Thanh toán nợ ngắn hạn,12%,15%,7%,19%,27%
DHT,9,Vòng quay Tổng tài sản,84%,254%,234%,237%,241%
DHT,10,Vòng quay tài sản ngắn hạn,96%,292%,281%,298%,297%
DHT,11,Vòng quay vốn chủ sở hữu,206%,647%,607%,582%,541%
DHT,12,Vòng quay Hàng tồn kho,112%,408%,421%,467%,465%
DHT,13,Lợi nhuận trước thuế/Doanh thu thuần,5%,6%,5%,5%,5%
DHT,14,Lợi nhuận sau thuế/Doanh thu thuần,4%,5%,4%,4%,4%
DHT,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),13%,11%,9%,9%,9%
DHT,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),34%,28%,24%,23%,22%
DHT,1,Lợi nhuận trên vốn đầu tư (ROIC),5%,6%,5%,5%,5%
DHT,2,Tỷ lệ tăng trưởng doanh thu,33%,25%,18%,10%,10%
DHT,3,Lợi nhuận trên cổ phiếu (EPS),68%,40%,37%,0%,76%
DHT,4,Vốn chủ sở hữu,21%,19%,22%,-2%,7%
DHT,5,Tiền mặt,16%,138%,-49%,-8%,99%
DHT,1,Cổ tức tiền mặt,N/A,20%,30%,30%,20%
DHT,2,Tăng trưởng giá cổ phiếu,152%,60%,13%,72%,-8%
DIC,1,Tài sản ngắn hạn/Tổng tài sản,79%,74%,75%,76%,82%
DIC,2,Tài sản dài hạn/Tổng tài sản,21%,26%,25%,24%,18%
DIC,3,Nợ phải trả/Tổng nguồn vốn,81%,76%,76%,82%,72%
DIC,4,Nợ phải trả/Vốn chủ sở hữu,422%,321%,322%,450%,275%
DIC,5,Vốn chủ sở hữu/Tổng nguồn vốn,19%,24%,24%,18%,26%
DIC,6,Thanh toán hiện hành,104%,105%,105%,102%,118%
DIC,7,Thanh toán nhanh,81%,84%,73%,81%,99%
DIC,8,Thanh toán nợ ngắn hạn,2%,2%,4%,7%,5%
DIC,9,Vòng quay Tổng tài sản,47%,150%,243%,283%,361%
DIC,10,Vòng quay tài sản ngắn hạn,60%,202%,322%,361%,453%
DIC,11,Vòng quay vốn chủ sở hữu,230%,633%,"1,157%","1,329%","1,268%"
DIC,12,Vòng quay Hàng tồn kho,270%,734%,"1,197%","1,857%","2,225%"
DIC,13,Lợi nhuận trước thuế/Doanh thu thuần,1%,1%,1%,1%,1%
DIC,14,Lợi nhuận sau thuế/Doanh thu thuần,1%,1%,1%,0%,1%
DIC,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),1%,1%,2%,1%,2%
DIC,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),6%,4%,6%,6%,7%
DIC,1,Lợi nhuận trên vốn đầu tư (ROIC),1%,1%,1%,0%,1%
DIC,2,Tỷ lệ tăng trưởng doanh thu,76%,-38%,6%,9%,116%
DIC,3,Lợi nhuận trên cổ phiếu (EPS),168%,19%,167%,-52%,79%
DIC,4,Vốn chủ sở hữu,1%,-2%,35%,9%,0%
DIC,5,Tiền mặt,-4%,-61%,-32%,120%,54%
DIC,1,Cổ tức tiền mặt,N/A,N/A,4%,N/A,6%
DIC,2,Tăng trưởng giá cổ phiếu,22%,-18%,-19%,33%,16%
DIG,1,Tài sản ngắn hạn/Tổng tài sản,79%,71%,63%,64%,68%
DIG,2,Tài sản dài hạn/Tổng tài sản,21%,29%,37%,36%,32%
DIG,3,Nợ phải trả/Tổng nguồn vốn,54%,52%,48%,51%,48%
DIG,4,Nợ phải trả/Vốn chủ sở hữu,116%,110%,92%,106%,93%
DIG,5,Vốn chủ sở hữu/Tổng nguồn vốn,46%,48%,52%,49%,51%
DIG,6,Thanh toán hiện hành,323%,322%,322%,301%,207%
DIG,7,Thanh toán nhanh,88%,102%,78%,115%,77%
DIG,8,Thanh toán nợ ngắn hạn,17%,14%,6%,44%,3%
DIG,9,Vòng quay Tổng tài sản,5%,21%,13%,14%,15%
DIG,10,Vòng quay tài sản ngắn hạn,7%,31%,20%,22%,23%
DIG,11,Vòng quay vốn chủ sở hữu,10%,42%,26%,29%,31%
DIG,12,Vòng quay Hàng tồn kho,7%,31%,22%,27%,30%
DIG,13,Lợi nhuận trước thuế/Doanh thu thuần,16%,8%,5%,9%,7%
DIG,14,Lợi nhuận sau thuế/Doanh thu thuần,12%,6%,2%,7%,6%
DIG,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),1%,1%,0%,1%,1%
DIG,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),3%,2%,1%,2%,2%
DIG,1,Lợi nhuận trên vốn đầu tư (ROIC),15%,8%,3%,9%,7%
DIG,2,Tỷ lệ tăng trưởng doanh thu,-12%,90%,-1%,-32%,33%
DIG,3,Lợi nhuận trên cổ phiếu (EPS),304%,654%,-75%,-5%,96%
DIG,4,Vốn chủ sở hữu,6%,5%,9%,3%,-7%
DIG,5,Tiền mặt,468%,178%,-86%,"1,091%",-85%
DIG,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
DIG,2,Tăng trưởng giá cổ phiếu,123%,-9%,-25%,32%,-3%
DLG,1,Tài sản ngắn hạn/Tổng tài sản,38%,44%,46%,46%,50%
DLG,2,Tài sản dài hạn/Tổng tài sản,62%,56%,54%,54%,50%
DLG,3,Nợ phải trả/Tổng nguồn vốn,58%,62%,68%,59%,62%
DLG,4,Nợ phải trả/Vốn chủ sở hữu,138%,164%,216%,146%,187%
DLG,5,Vốn chủ sở hữu/Tổng nguồn vốn,42%,38%,32%,41%,33%
DLG,6,Thanh toán hiện hành,194%,210%,261%,293%,264%
DLG,7,Thanh toán nhanh,158%,182%,216%,234%,192%
DLG,8,Thanh toán nợ ngắn hạn,10%,7%,18%,16%,18%
DLG,9,Vòng quay Tổng tài sản,11%,36%,30%,31%,35%
DLG,10,Vòng quay tài sản ngắn hạn,26%,80%,65%,64%,67%
DLG,11,Vòng quay vốn chủ sở hữu,27%,103%,86%,81%,95%
DLG,12,Vòng quay Hàng tồn kho,125%,422%,323%,252%,201%
DLG,13,Lợi nhuận trước thuế/Doanh thu thuần,2%,4%,5%,5%,1%
DLG,14,Lợi nhuận sau thuế/Doanh thu thuần,1%,3%,5%,5%,0%
DLG,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),1%,1%,1%,1%,0%
DLG,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),2%,2%,4%,3%,0%
DLG,1,Lợi nhuận trên vốn đầu tư (ROIC),2%,3%,5%,6%,0%
DLG,2,Tỷ lệ tăng trưởng doanh thu,42%,51%,64%,25%,12%
DLG,3,Lợi nhuận trên cổ phiếu (EPS),-30%,-28%,70%,"2,880%",-71%
DLG,4,Vốn chủ sở hữu,27%,23%,29%,106%,-9%
DLG,5,Tiền mặt,35%,-56%,106%,30%,"1,205%"
DLG,1,Cổ tức tiền mặt,N/A,N/A,N/A,N/A,N/A
DLG,2,Tăng trưởng giá cổ phiếu,8%,-57%,-29%,114%,-9%
DNP,1,Tài sản ngắn hạn/Tổng tài sản,32%,36%,69%,79%,70%
DNP,2,Tài sản dài hạn/Tổng tài sản,68%,64%,31%,21%,30%
DNP,3,Nợ phải trả/Tổng nguồn vốn,72%,78%,63%,73%,68%
DNP,4,Nợ phải trả/Vốn chủ sở hữu,256%,354%,169%,276%,213%
DNP,5,Vốn chủ sở hữu/Tổng nguồn vốn,28%,22%,37%,27%,32%
DNP,6,Thanh toán hiện hành,122%,103%,115%,111%,113%
DNP,7,Thanh toán nhanh,89%,68%,89%,79%,74%
DNP,8,Thanh toán nợ ngắn hạn,11%,18%,28%,3%,4%
DNP,9,Vòng quay Tổng tài sản,13%,90%,159%,170%,148%
DNP,10,Vòng quay tài sản ngắn hạn,37%,209%,220%,225%,212%
DNP,11,Vòng quay vốn chủ sở hữu,51%,355%,480%,592%,436%
DNP,12,Vòng quay Hàng tồn kho,98%,539%,714%,613%,468%
DNP,13,Lợi nhuận trước thuế/Doanh thu thuần,3%,8%,7%,5%,4%
DNP,14,Lợi nhuận sau thuế/Doanh thu thuần,2%,7%,6%,4%,3%
DNP,15,Lợi nhuận trước thuế/Tổng tài sản (ROA),3%,4%,7%,5%,4%
DNP,16,Lợi nhuận sau thuế/Vốn chủ sở hữu (ROE),10%,17%,20%,21%,13%
DNP,1,Lợi nhuận trên vốn đầu tư (ROIC),3%,9%,7%,5%,4%
DNP,2,Tỷ lệ tăng trưởng doanh thu,-5%,61%,52%,53%,27%
DNP,3,Lợi nhuận trên cổ phiếu (EPS),53%,79%,119%,127%,4%
